,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1853,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,3,2,1,7,4,7,0,0,0,0,7,0,129363808.0791223,42291505.65437629,0.11008454725322078,0.0,140443794.73792514,0.0,0.0,117150034.25041166,0.0,2295107.529501722,0.0,0.0013959346529546887,0.0,44193513.54513965,0.0,408000000.0,0.0
1854,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5,5,2,6,3,0,0,1,7,7,1,0,7,6,0.0,154539421.81426284,0.0,2020815.5340104583,176051345.97214925,0.0024004210035889753,32986875.481789544,20299287.62732069,0.07228049395980894,0.0,42422238.37366619,0.0,39886969.74044007,95146224.41557565,0.04426403169064185,589200000.0,0.0
1855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,7,1,4,1,0,0,3,0,1,1,0.0,138778943.76610827,0.0,41145052.22629455,73315450.27094865,0.047183164602843074,0.0,71617663.74483383,0.0,4057912.402518716,8453407.696608048,0.0023500627757312583,15733372.446267258,50929971.20054293,0.017667395812727443,217800000.0,0.0
1856,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,3,7,3,5,0,0,7,0,0,7,0,0,3,0.0,148992572.8637129,0.0,0.0,216979080.5076381,0.0,79282039.20229009,34221561.73832255,0.020756207932236974,5708431.690938908,14261651.781499248,0.0004069274083905955,25771546.81443291,30351526.042379983,0.0034342429246295046,253800000.0,7954.2329244831335
1857,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,6,10,4,0,1,1,0,3,3,0,0,0,0,0,0,0.0,258978266.82536218,0.0,17482418.94382778,77797112.44472042,0.002435663366608717,8445997.548545038,50962397.12067895,0.002212719532223642,15523660.370435469,0.0,0.0011391000508895904,78248658.33992639,0.0,0.010376063556446668,768700000.0,9041.272797109395
1858,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,7,4,0,6,0,0,3,0,0,1,0,0,1,0.0,236973610.78838855,0.0,0.0,128904282.88717857,0.0,80357141.77996676,24198032.45136138,0.17539019211939916,8319316.112078877,6320800.309666242,0.005128300522891589,37595832.45658898,25037214.086173728,0.041783587062277,907200000.0,0.0
1859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,9,6,8,6,7,3,1,0,1,2,7,6,71884586.54377799,103162272.08375776,0.061362577771086474,0.0,313898676.66785926,0.0,0.0,110716458.39670986,0.0,3619736.520757302,12857587.774250694,0.0024278712807613303,0.0,129338007.42104682,0.0,30700000.0,0.0
1860,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,8,6,4,0,7,0,1,1,0,0,1,0,0,0,0.0,214549926.25768092,0.0,0.0,137220471.0599543,0.0,49546406.51101615,41292219.28177295,0.10924441234620427,5600609.835683623,6320800.309666242,0.00342031821950763,102654910.64070563,0.0,0.11373448315029411,473900000.0,0.0
1861,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,1,7,0,1,1,0,4,5,0,2,0,0,0,2,0.0,103162272.08375776,0.0,30515299.30163836,77797112.44472042,0.004244842888967032,19658242.15219334,59344433.82549998,0.005107058146754356,613802.9661748549,7332080.219521779,4.199552550548259e-05,46969700.073058546,27578229.96765524,0.006254598295792487,691700000.0,6794.428426257591
1862,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,3,0,1,7,0,0,1,0.0,262591308.74848822,0.0,19565207.71320206,38245121.951764055,0.023097227408073497,79195314.98757906,24198032.45136138,0.17262453928043475,3158338.678000208,21069784.935395602,0.0018907743018605869,31864126.21797871,25037214.086173728,0.03533983313482011,520200000.0,0.0
1863,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,6,10,0,7,2,4,2,6,0,1,6,0,0,0,0.0,307973280.0651566,0.0,10976355.356150331,127487673.07826531,0.012627984346857166,0.0,90172032.51215842,0.0,7303417.6097697355,19337348.34775413,0.004538673524502669,106631969.82250404,0.0,0.11851205063244818,417700000.0,0.0
1864,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,3,2,2,7,1,3,9,10,6,0,2,2,0,0,7,0.0,127568368.5380355,0.0,0.0,184298790.75256568,0.0,0.0,159888519.8897354,0.0,2295107.529501722,15173808.632728375,0.0013959346529546887,29799592.1844017,44193513.54513965,0.033069753666351884,1261300000.0,0.0
1865,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,3,5,6,4,0,7,7,0,0,0,0,0,5,0.0,104000676.5449382,0.0,0.0,214755434.29165137,0.0,39641019.601145044,77517373.55736606,0.010378103966118487,13813443.076686049,0.0,0.0010230062574932348,37768670.76645233,36676675.840294495,0.005009739067241037,302400000.0,6281.220264308337
1866,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,1,0,5,7,2,3,6,3,7,1,0,0,64681904.03956115,85246019.34861892,0.05504227362661039,5368238.797435265,99685318.93337613,0.00629909467435876,0.0,95009852.77927995,0.0,0.0,42225481.39786699,0.0,1118200.7200712229,25037214.086173728,0.001248182034492,498500000.0,0.0
1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,1,7,5,0,4,6,0,7,3,0,1,0,0.0,179711315.8072363,0.0,6521735.904400687,191797612.60811666,0.0027716672889688196,39597657.49378953,62318902.73577461,0.031072417070478253,2854215.845469454,24956580.074387155,0.0006103911125858931,52859549.140697554,25037214.086173728,0.02136355150755559,0.0,3342.4580686758336
1868,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7,1,2,6,3,1,0,1,4,0,6,8,1,6,6,0.0,158247805.46284032,0.0,0.0,176323444.558819,0.0,27399109.5337976,47604893.24040605,0.060049251286985336,345868.45181684545,32293439.297215313,0.00020175583911035338,0.0,117639783.18549737,0.0,498500000.0,0.0
1869,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,6,0,0,7,0,7,3,1,0,2,0,0,0,0,0.0,60717312.84309486,0.0,6354913.596108067,73315450.27094865,0.0008783112058838056,0.0,93241572.7977978,0.0,7263753.560560486,7332080.219521779,0.0005530667306634575,111237148.06143603,0.0,0.014855234943379566,666200000.0,9623.404835100702
1870,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,2,1,9,9,6,0,0,0,0,1,7,0,7,1,0.0,139407389.16070437,0.0,0.0,332681457.0529928,0.0,36791353.84591692,0.0,0.08065606142542828,7344588.349144123,21069784.935395602,0.004583799978430386,27549412.09281151,75869639.77914998,0.030468898201348002,466300000.0,0.0
1871,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,8,2,4,8,0,7,0,0,9,0,0,0,0,5,0,0.0,191999052.33774155,0.0,0.0,177202865.01677424,0.0,24319277.8880182,40609051.370577164,0.007941725355219243,5751043.486073099,0.0,0.0005156773065600022,8214600.186651608,36676675.840294495,0.0013599013947045823,710400000.0,1990.6617338470091
1872,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,3,5,0,0,0,1,3,7,0,0,1,0,7,4,0.0,164507049.82030725,0.0,61717578.33944182,0.0,0.07077474690426461,0.0,84468530.12690154,0.0,1227605.9323497098,6320800.309666242,0.0006999254250913765,4446714.943957068,86420965.59927613,0.004885351725059644,776300000.0,0.0
1873,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,9,0,1,0,7,6,0,0,0,0,5,0,0.0,0.0,0.0,0.0,141741570.95077625,0.0,28366631.909422327,73946120.41768885,0.007444623399379711,5252601.509972837,0.0,0.00038543342615715933,23149834.15430337,36676675.840294495,0.0030635279881231475,947800000.0,3797.649477390736
1874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,6,0,0,0,7,0,6,3,7,0,1,1,0.0,394035190.23383284,0.0,0.0,66045103.44010488,0.0,39641019.601145044,34221561.73832255,0.08648419971765405,0.0,42225481.39786699,0.0,42826061.40947938,50929971.20054293,0.04809310708321422,84600000.0,0.0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,7,1,7,0,3,0,1,7,6,194045712.11868346,0.0,0.16512682087983116,0.0,345992633.2448615,0.0,0.0,104678711.27468342,0.0,2173376.7663297374,8453407.696608048,0.0012448119166826753,0.0,123434666.40105549,0.0,0.0,0.0
1876,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,3,0,3,6,0,7,7,0,0,6,129363808.0791223,37255203.23710208,0.11008454725322078,10001271.832090797,154728075.86138678,0.011296984421721947,4895388.865980331,58926842.49039639,0.010552429409099005,0.0,32304948.475029543,0.0,0.0,40273672.383724004,0.0,121200000.0,0.0
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,0,7,1,0,0,1,7,3,14405365.008433672,76431543.68310125,0.012640608288952172,13611220.537119448,82526679.5239558,0.016085372724999398,79195314.98757906,34221561.73832255,0.17262453928043475,3219130.086201478,6320800.309666242,0.0021277256534361715,0.0,110452595.25512816,0.0,0.0,0.0
1878,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,5,5,3,7,4,0,0,1,7,0,1,0,7,1,0.0,117818559.7239252,0.0,0.0,203600384.21325204,0.0,32986875.481789544,20299287.62732069,0.07228049395980894,0.0,22258486.725668453,0.0,39886969.74044007,75869639.77914998,0.04426403169064185,722400000.0,0.0
1879,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,3,4,0,1,7,0,0,0,0,0,3,0.0,168897725.9290959,0.0,21140274.841465347,106860238.4866137,0.024278803421038605,45889612.768650904,55690229.411618516,0.09999071243849568,12870620.52689768,0.0,0.007877486034873454,31996127.036768578,30351526.042379983,0.03535424992640765,169200000.0,0.0
1880,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,6,0,0,0,0,0,0,0,0,0,0.0,110573595.57493308,0.0,27094262.01754796,106547043.08732629,0.031290658104112704,112635384.77142744,0.0,0.24499336888085133,7737387.892198266,0.0,0.004566093124453925,24885232.29123871,0.0,0.027443206443047596,604800000.0,0.0
1881,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,8,1,5,7,0,3,10,7,6,0,0,1,0,0,0,0.0,192107207.5726472,0.0,0.0,133844205.0086204,0.0,0.0,147690712.40342218,0.0,3880591.268796215,6320800.309666242,0.002414417729409438,4991708.747349253,0.0,0.005509457967322532,1011100000.0,0.0
1882,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,7,3,1,1,0,0,0,7,0,0,0.0,257922798.61143318,0.0,41145052.22629455,73315450.27094865,0.047183164602843074,0.0,69869514.91937588,0.0,9537526.018127013,0.0,0.0057648234144726624,0.0,44193513.54513965,0.0,302400000.0,0.0
1883,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,10,0,1,3,7,0,1,4,0,0,1,0,0,0,0.0,177067681.2786764,0.0,6521735.904400687,171584544.95486164,0.007699075802691166,40843666.560968116,47604893.24040605,0.08976941519488243,6325349.8830037145,6320800.309666242,0.003907788360624196,103729942.46954918,0.0,0.1150258989610694,776300000.0,0.0
1884,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,1,3,1,7,0,0,0,0,4,0,0.0,199716683.5766434,0.0,47666788.13069523,38245121.951764055,0.05488224040553424,0.0,85794511.8959807,0.0,9251606.971481424,0.0,0.00552110008212676,4446714.943957068,33377116.55719709,0.004885351725059644,604800000.0,0.0
1885,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,4,4,1,0,2,0,3,7,0,0,0,0,0,0,0.0,197917825.35986206,0.0,8970496.107333982,82526679.5239558,0.010537578742586332,12263784.61530564,62048975.90137317,0.026885353808476092,16240061.158480767,0.0,0.010029432979984385,82648236.27843453,0.0,0.091406694604044,550900000.0,0.0
1886,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,4,2,2,6,7,7,4,0,7,0,1,7,0,7,7,0.0,136038794.21624202,0.0,0.0,269209918.9262564,0.0,0.0,65547722.11683032,0.0,130511.69266565079,21069784.935395602,7.575292770056584e-05,6109909.467420475,100105457.62015328,0.006757640001814532,1779400000.0,0.0
1887,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,8,5,4,0,1,6,0,0,7,0,0,0,0,0,0,0.0,220972854.78494912,0.0,21220709.947362997,106547043.08732629,0.024579570349454072,26977422.658796616,34221561.73832255,0.05900265535444471,3264198.852072582,0.0,0.001975436860209725,14515459.874691315,0.0,0.016038027112613155,1115300000.0,0.0
1888,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,4,0,1,1,0,3,10,0,2,0,0,7,2,71884586.54377799,82177854.37813279,0.009204386665662973,8385848.099774088,77797112.44472042,0.0014622804614495915,0.0,73102294.87068942,0.0,0.0,7332080.219521779,0.0,0.0,79084435.94406682,0.0,151900000.0,1386.5423553422847
1889,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,10,7,1,1,0,0,0,2,7,1,3,0,1,1,0.0,342972037.7402872,0.0,10560810.143748594,77797112.44472042,0.012494096503238395,48832735.38003571,22167818.198803753,0.107165831280746,0.0,33318869.869345196,0.0,2589129.4979342567,50929971.20054293,0.0028597319096791245,641400000.0,0.0
1890,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,6,4,1,0,5,1,6,6,6,0,4,0,1,0,0.0,184254963.38440505,0.0,13043471.808801373,99685318.93337613,0.015398151605382332,11398737.189878132,92495567.8095507,0.025296426517574126,0.0,24447158.301910475,0.0,71369070.98392154,25037214.086173728,0.079655234748832,558500000.0,0.0
1891,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,7,6,2,0,0,3,0,1,0,0,3,8,7,5,1,0.0,202617836.59140262,0.0,17865471.48844634,47842699.56310011,0.020565237985345354,12159638.944009097,20299287.62732069,0.02647241785073081,595003.4896626102,26270762.1853038,0.0003472457467817069,0.0,128066291.28690484,0.0,625800000.0,0.0
1892,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,8,10,7,1,1,0,0,0,5,0,0,0,0,1,1,0.0,325491642.27396953,0.0,10560810.143748594,77797112.44472042,0.012494096503238395,34556274.23472266,28798397.130608946,0.07586242490182976,4196759.843230145,0.0,0.0025154556428250777,2589129.4979342567,50929971.20054293,0.0028597319096791245,1115300000.0,0.0
1893,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,5,4,0,1,6,0,0,0,7,1,3,0,0,0,0.0,234881753.8521903,0.0,21220709.947362997,106547043.08732629,0.024579570349454072,55964598.59232807,0.0,0.12230980760533595,0.0,33318869.0,0.0,5178258.995868513,0.0,0.005719463819358249,641400000.0,0.0
1894,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,4,1,0,3,0,3,7,0,0,0,7,7,1,0.0,230932932.5328355,0.0,13043471.808801373,87722647.49511826,0.015398151605382332,39597657.49378953,62048975.90137317,0.08631226964021738,13527524.030040458,0.0,0.008281328813431054,0.0,140180881.73641115,0.0,520200000.0,0.0
1895,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,3,0,6,1,0,7,3,5,10,1,0,1,1,0,0,0,0.0,100714900.1874114,0.0,5230029.815159301,133844205.0086204,0.000718130980333972,0.0,114703970.32700063,0.0,129084.19884750454,12857587.0,8.905204321853045e-06,12219818.93484095,0.0,0.0016218336004354876,1033800000.0,1308.2657119368062
1896,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2,5,7,0,0,8,5,0,0,3,0,3,1,0,0.0,188303187.5061465,0.0,0.0,73315450.27094865,0.0,0.0,74964671.67903003,0.0,5479613.615608297,8453407.0,0.003414760638741404,0.0,58044072.09764524,0.0,768700000.0,0.0
1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,1,0,1,0,4,0,0,1,1,0,0,1,0.0,230932932.5328355,0.0,16464509.092891775,77797112.44472042,0.019481184242661567,39597657.49378953,26403379.542306438,0.08631226964021738,4836753.484583551,12857587.0,0.0029916368384581117,68635906.05130568,25037214.086173728,0.07631804944796633,0.0,0.0
1898,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,3,5,0,1,0,0,7,3,71884586.54377799,82177854.37813279,0.061362577771086474,39465948.841332465,0.0,0.04520989981671153,1022921.4220407914,56050655.355505094,0.002214895218161824,0.0,6320800.0,0.0,0.0,82593104.13074732,0.0,377300000.0,0.0
1899,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,1,1,7,6,7,7,3,0,2,0,0.0,0.0,0.0,0.0,254666886.17938054,0.0,8515365.730878303,96772210.25102626,0.01873206130303944,0.0,45835762.0,0.0,63310141.15997738,27578229.96765524,0.07084903662552418,248500000.0,0.0
1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,3,0,6,0,0,0,3,0,3,129363808.0791223,47847947.961454235,0.11008454725322078,0.0,146841946.52894095,0.0,0.0,58926842.49039639,0.0,9826367.148267772,0.0,0.005904384472106755,0.0,63921995.57957761,0.0,0.0,0.0
1901,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5,3,0,8,4,0,0,7,0,7,1,0,0,5,64681904.03956115,104000676.5449382,0.05504227362661039,523259.61464288726,151091418.57393533,0.0005859297131311788,3721622.4215410296,34221561.73832255,0.00806473305909751,0.0,22258486.0,0.0,16939810.27900152,36676675.840294495,0.018770120443148366,182600000.0,0.0
1902,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,5,0,0,1,0,0,0,0,1,0,0,0,3,0.0,176911057.71090558,0.0,26437958.765967652,38245121.951764055,0.0305247580650075,29155779.712395716,0.0,0.06376401267887012,7348674.302809386,6320800.0,0.00452974042299234,53465164.59791519,30351526.042379983,0.059003267548319124,417700000.0,0.0
1903,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,0,0,0,1,0,0,0,0,0,3,0.0,155038248.26052135,0.0,33615997.92194865,38245121.951764055,0.03898973390680387,84412167.68476376,20299287.62732069,0.18388118939462195,10076866.61569152,0.0,0.006041599562555278,14665973.61759789,30351526.042379983,0.016164279084053622,387000000.0,0.0
1904,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5,5,3,7,6,0,0,1,7,0,1,0,0,1,0.0,154539421.81426284,0.0,0.0,221353140.50764406,0.0,32986875.481789544,20299287.62732069,0.07228049395980894,0.0,22258486.0,0.0,96931254.59018749,25037214.086173728,0.10775379572557275,673800000.0,0.0
1905,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,5,4,0,2,1,7,0,6,0,0,0,0,0,1,0.0,110573595.57493308,0.0,24561312.125555746,83721931.52190953,0.028361836058317838,0.0,73946120.41768885,0.0,4578142.043873977,0.0,0.002778820314438565,62340856.20862141,25037214.086173728,0.06939603251953727,1250200000.0,0.0
1906,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,4,1,0,1,0,0,1,0,0,7,0,0,2,0.0,133184765.95309454,0.0,16464509.092891775,77797112.44472042,0.019481184242661567,69215257.1640375,20299287.62732069,0.1518276046657982,3491871.388415437,14261651.0,0.0020794995048780377,47563321.1693507,27578229.96765524,0.052481710797246915,473900000.0,0.0
1907,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,4,0,0,1,0,3,2,7,7,2,0,0,3,0.0,141847108.73659444,0.0,47666788.13069523,38245121.951764055,0.05488224040553424,19658242.15219334,48716867.66610375,0.04255881788961964,0.0,44040927.0,0.0,8893429.887914136,30351526.042379983,0.009770703450119288,643100000.0,0.0
1908,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,10,0,6,2,3,0,7,0,1,0,0,0,0,0.0,294118399.6919142,0.0,20572526.113147274,118427379.06875929,0.023591582301421537,1075102.577676666,62048975.90137317,0.0024217926840910792,7261077.9787710365,6320800.0,0.004660698821669949,85920367.25467107,0.0,0.09545524862543682,302400000.0,0.0
1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,0,0,0,0,0,1,7,4,6,7,4,1,64681904.03956115,136422954.7271911,0.019815218505579737,58871857.75834473,0.0,0.02419252030226869,61840028.5054925,20299287.62732069,0.04809228057730641,0.0,44742206.0,0.0,0.0,122653711.08936381,0.0,0.0,4045.5440960758892
1910,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,6,10,6,2,2,2,0,0,3,7,3,3,1,5,5,0.0,281009247.4207754,0.0,2010546.3230152868,137590968.2071998,0.0002852448466666306,24319277.8880182,24198032.45136138,0.006353380284175394,0.0,36785763.0,0.0,0.0,107835888.91308182,0.0,408000000.0,1460.3179808817376
1911,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,4,1,9,3,0,3,6,0,0,0,0,0,1,0.0,102578836.07266891,0.0,4462179.948563961,198260388.55704483,0.005216268639414586,12180468.078268403,58926842.49039639,0.026555005042279867,8664197.358490149,0.0,0.005363716794219306,16429200.373303216,25037214.086173728,0.018132018596061096,369700000.0,0.0
1912,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,6,4,9,1,6,0,0,4,2,5,4,0,0,0,0.0,156022371.27999088,0.0,0.0,234161061.5921896,0.0,24527569.23061128,26403379.542306438,0.006452484914034263,168356.1410673182,31436225.0,1.3998804224510348e-05,122519248.99372381,0.0,0.016347091879502045,635500000.0,10810.017508134548
1913,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,2,1,1,1,0,0,1,0,3,0,0,1,6,71884586.54377799,71223146.50296113,0.009204386665662973,555034.8768878557,118700628.29513216,9.874119373751652e-05,13810404.376787923,20299287.62732069,0.0045082705830066065,0.0,8453407.0,0.0,0.0,66687072.31506137,0.0,273100000.0,1575.8279344887794
1914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,5,4,0,3,0,7,4,7,1,7,0,1,0,7202682.504216836,163770928.24047652,0.006320304144476086,0.0,108083458.32956028,0.0,21199816.559045002,67626108.28683192,0.046463871443181246,0.0,40918338.0,0.0,21773489.838233672,25037214.086173728,0.02435273165946285,121200000.0,0.0
1915,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,3,5,2,2,1,9,9,0,0,2,0,0,4,0,7,0,0.0,145176909.11798954,0.0,4485248.053666991,257241558.20496148,0.00063225472455518,25583269.902071178,22167818.198803753,0.006733868645563149,10724101.420060052,9695195.0,0.0007890465619839411,27549412.09281151,44193513.54513965,0.00365626778416176,768700000.0,4748.05206959554
1916,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,6,8,1,6,6,7,7,0,1,0,0,0,4,0.0,117299462.54481953,0.0,0.0,220682862.93184873,0.0,0.0,126230340.73617607,0.0,10722088.328351717,6320800.0,0.006911617933743456,68286238.24816851,33377116.55719709,0.07575384665153659,550900000.0,0.0
1917,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,5,1,0,7,4,0,1,6,7,7,6,0,0,1,0.0,174059651.0659076,0.0,10976355.356150331,140822678.00042614,0.0045460743648685804,16961363.27942334,52771009.1301844,0.013381700665765123,0.0,52451265.0,0.0,92372301.83249718,25037214.086173728,0.037004742624252206,115300000.0,4258.0954551641735
1918,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,3,3,7,4,6,0,0,3,0,1,6,136566490.58333915,32694901.094161935,0.04190574650317087,3920085.8161624325,100759376.17493644,0.0015901690934199252,0.0,113065055.38858135,0.0,129856.569928288,8453407.0,2.701614426395075e-05,0.0,66687072.31506137,0.0,286800000.0,1192.2417039521354
1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,0,0,0,6,0,7,0,0,3,6,64681904.03956115,134996357.6629468,0.05504227362661039,17726805.532050185,81277411.11097889,0.020018280681236632,68084340.43014467,31398797.71871161,0.1478769684649697,1372314.4909558946,14261651.781499248,0.0007787668691215722,0.0,74896439.20493636,0.0,0.0,0.0
1920,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,3,1,8,4,0,0,7,7,7,6,6,7,5,7202682.504216836,117999895.068093,0.006320304144476086,1984873.2955273571,194499463.57840753,0.002318588852137618,7443244.843082059,34221561.73832255,0.01612946611819502,0.0,52451265.1014088,0.0,0.0,151104382.32237512,0.0,182600000.0,0.0
1921,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,3,4,1,0,0,0,1,0,0,0,0,0,0,3,0.0,177198159.8683943,0.0,19565207.71320206,38245121.951764055,0.023097227408073497,51169064.98282565,20299287.62732069,0.112651042506064,7543709.942963516,0.0,0.004551613594957694,60654431.62460467,30351526.042379983,0.06702662370491107,643100000.0,0.0
1922,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,5,3,0,2,7,0,0,5,0,0,1,0,0,0,0.0,187947431.44764256,0.0,23993563.397237673,121229975.87047109,0.02767461493870077,73037727.27763791,28798397.130608946,0.15868109924063398,7504409.403100522,6320800.309666242,0.004618990903660802,55402799.772954896,0.0,0.06144922753424221,520200000.0,0.0
1923,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,6,7,3,0,0,0,6,2,0,1,0,0,1,6,0.0,181693838.44953766,0.0,0.0,47842699.56310011,0.0,17241228.663594216,58517988.01954745,0.037784871009014495,0.0,6320800.309666242,0.0,12181309.668083966,66687072.31506137,0.013606231784570988,1107300000.0,0.0
1924,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,6,5,7,0,3,3,0,4,7,0,7,0,0,0,0.0,215771944.13273668,0.0,0.0,133844205.0086204,0.0,0.0,53401633.19836887,0.0,0.0,32304948.475029543,0.0,128235928.53853098,0.0,0.14309310684370008,635500000.0,0.0
1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,1,5,0,0,0,7,0,0,7202682.504216836,140249369.74390027,0.006320304144476086,61717578.33944182,0.0,0.07077474690426461,33396707.67649287,50081750.628976494,0.07219689952297993,6086868.6037780745,0.0,0.0035250941635968872,0.0,44193513.54513965,0.0,0.0,0.0
1926,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,5,4,0,3,6,0,0,0,0,3,0,0,7,4,0.0,208032489.48873264,0.0,10976355.356150331,120892243.43187523,0.012627984346857166,32917490.352726363,0.0,0.07198769489844747,1958111.0955029544,8453407.696608048,0.00116009823457462,30315330.443611816,86420965.59927613,0.03347386764729289,371400000.0,0.0
